,r2,p
metabolite_100009232,0.12052649324460363,8.315002304038345e-29
metabolite_100009233,0.10266994289590514,7.041063247940706e-23
metabolite_100009264,0.06786935075660194,4.847300172885601e-12
metabolite_100009271,0.08221031319333538,7.257268567666472e-17
metabolite_100009272,0.0256069099450964,0.01568165202200309
metabolite_100009331,0.10708776034724732,1.8201116004918337e-23
metabolite_100009332,0.08638295545554786,1.899928939956063e-17
metabolite_100009333,0.13791648859322447,3.377634491306587e-29
metabolite_100009335,0.06989625319570658,3.5416424996600557e-10
metabolite_100009343,0.11657038128930464,2.537472281325205e-27
metabolite_100009345,0.11678116055978238,1.608854919446263e-25
metabolite_100009346,0.041944215717708455,1.3041114008398162e-05
metabolite_100009347,0.11898184896170594,2.1249414463883e-28
metabolite_100009350,0.15376507860225885,5.609408846689474e-32
metabolite_100009364,0.0769721508087663,3.110327674861134e-15
metabolite_100009376,0.1737833417079574,3.88902099092948e-47
metabolite_100009378,0.08988299544292366,2.6656823595187245e-19
metabolite_100009394,0.11657669428658168,1.1215409191755871e-26
metabolite_100009406,0.1260259825059089,1.2732983745004633e-30
metabolite_100010850,0.12606502654798324,4.1839594813893084e-26
metabolite_100010869,0.13260476224019824,1.8614063306183022e-27
metabolite_100010896,0.15353196455542728,2.0345748773481482e-36
metabolite_100010901,0.10349946798257348,2.178181443612635e-23
metabolite_100010916,0.1576989502973366,1.2654346071805992e-38
metabolite_100010917,0.16570814606847473,1.6054775043612463e-44
metabolite_100010918,0.10833821052242676,1.336051619100769e-25
metabolite_100010919,0.1167034467666086,4.7606689294004685e-28
metabolite_100010922,0.13908448268190687,1.4363160298872587e-34
metabolite_100010925,0.1768894859791843,9.487665272480334e-40
metabolite_100010927,0.08892956660433027,2.8380851598834385e-16
metabolite_100010930,0.14895010702564526,1.4340140214300424e-38
metabolite_100010936,0.13464781934422754,1.0433454417864952e-33
metabolite_100010937,0.14593001757382373,7.372019848050706e-37
metabolite_100010940,0.14766417802049092,5.050103811710735e-38
metabolite_100010941,0.09473479725157563,1.1458657889076283e-20
metabolite_100010949,0.08049232708507525,5.294856556088601e-16
metabolite_100010950,0.034232768926991675,0.001679272870702685
metabolite_100010955,0.293719043017838,4.382352560542406e-93
metabolite_100010966,0.033450745142137084,0.00044301025354367626
metabolite_100015586,0.09770349348432406,1.2550019561493298e-21
metabolite_100015587,0.10473248172503391,6.94939114817905e-24
metabolite_100015593,0.17346607849228235,1.4191844873932249e-42
metabolite_100015596,0.051971121590319136,1.6876708031623283e-08
metabolite_100015618,0.13342094098665713,1.3115552159170003e-27
metabolite_100015620,0.14791430918244297,5.153974363371302e-38
metabolite_100015624,0.1302951034181754,5.879095031031882e-32
metabolite_100015625,0.04875151040838943,1.3862807382241845e-07
metabolite_100015681,0.11105314206947603,4.874722382618153e-21
metabolite_100015683,0.17242773679070666,1.3151855305502e-39
metabolite_100015687,0.07285577895046591,2.9060928646865306e-14
metabolite_100015689,0.1285330298247055,5.546485194384453e-29
metabolite_100015727,0.0873052916733481,2.434340449409238e-16
metabolite_100015735,0.1121971189875558,1.7652386816445085e-25
metabolite_100015737,0.12348811002307736,9.18465809060962e-29
metabolite_100015744,0.060072680226566755,1.3020172228854758e-10
metabolite_100015745,0.06306182177220221,2.274685684005103e-11
metabolite_100015755,0.09318911235406302,4.6857480960684066e-20
metabolite_100015759,0.07188974433836925,1.468484805978249e-11
metabolite_100015760,0.09389144501370483,4.3089127671031144e-20
metabolite_100015786,0.1069364801140128,2.3814839942164768e-24
metabolite_100015787,0.13823604231013176,7.661393058171462e-35
metabolite_100015788,0.13568348517363316,8.421910178181858e-34
metabolite_100015789,0.12374798494946648,3.545249832739968e-30
metabolite_100015790,0.24939918744663203,2.2919083830645896e-77
metabolite_100015791,0.1738011652679643,3.2084315995149364e-47
metabolite_100015792,0.05833275780798797,4.087561591967006e-10
metabolite_100015793,0.24303840767641494,2.2926162217140967e-73
metabolite_100015831,0.15752796359156818,2.659608150488321e-41
metabolite_100015832,0.07722937523182127,1.508538850826766e-12
metabolite_100015833,0.25057642460157037,9.316132892187444e-71
metabolite_100015834,0.09542112814178405,1.750693795734497e-20
metabolite_100015835,0.20565108634012308,2.369041279181946e-59
metabolite_100015836,0.1785532382092243,1.1376801955348628e-48
metabolite_100015837,0.26039381342167245,1.05724776696279e-80
metabolite_100015838,0.28213272618935636,1.3300724358843375e-89
metabolite_100015839,0.19439398997353396,4.6091141673388785e-54
metabolite_100015840,0.15414674873831014,2.5663445455030845e-40
metabolite_100015845,0.16998412438546628,2.908876333041527e-38
metabolite_100015846,0.1624449866425648,3.4702485897906397e-41
metabolite_100015962,0.08094057840424629,6.211406872017236e-16
metabolite_100015965,0.07175911264254808,2.260071612500324e-11
metabolite_100015966,0.2724330258436696,1.0718317769578655e-83
metabolite_100015967,0.2607106282919729,2.1557433892260846e-79
metabolite_100015968,0.14639362041211967,1.5368921934326012e-34
metabolite_100015971,0.2767689053795438,3.993456744578355e-88
metabolite_100016038,0.05916158270965366,9.968912553484446e-10
metabolite_100016069,0.07134206905208429,2.2368092603687947e-13
metabolite_100016110,0.11476053718520363,2.5500966603790055e-20
metabolite_100019794,0.21611247082574814,2.4037354527221247e-63
metabolite_100019884,0.13171502991063244,2.609441235804907e-27
metabolite_100019972,0.04186259689925198,2.4780085766798808e-05
metabolite_100019975,0.043688126894647294,3.0270578979962817e-06
metabolite_100019978,0.08231483953988017,7.26481904654446e-17
metabolite_100019982,0.0821955090598876,6.114677723188989e-17
metabolite_100020004,0.12858535256449244,1.397045279503642e-31
metabolite_100020204,0.18151809277390762,2.6430847196538774e-49
metabolite_100020205,0.3637976243499369,4.3195706605360346e-126
metabolite_100020208,0.23145930596599462,7.478127378559558e-69
metabolite_100020214,0.036669732012795775,0.0018165993862977858
metabolite_100020219,0.13599056078495397,2.796192154209549e-34
metabolite_100020234,0.09707463745242983,2.1982379497445232e-16
metabolite_100020241,0.09492685119240174,3.8110115824224485e-20
metabolite_100020253,0.09870197432894812,1.1547726008542208e-16
metabolite_100020254,0.08208209137918077,2.807284849332763e-16
metabolite_100020259,0.06395405320574299,6.110500004895737e-11
metabolite_100020261,0.06262239869263919,4.30769461295278e-11
metabolite_100020262,0.14503641981364812,1.9446011637065171e-32
metabolite_100020343,0.07770513006675961,2.17834088476838e-15
metabolite_100020361,0.17657318725085336,2.792557490859348e-42
metabolite_100020371,0.03143308072962081,0.0018566808108312753
metabolite_100020372,0.11769721976523606,1.1420895365479283e-26
metabolite_100020377,0.09556105046518604,2.2472082432998777e-20
metabolite_100020378,0.10382622302581401,2.966688358772626e-17
metabolite_100020409,0.10503783319612647,6.125611571771934e-24
metabolite_100020414,0.08154371349108758,1.9622971104759492e-16
metabolite_100020419,0.23299691869068917,4.4327437469082765e-69
metabolite_100020423,0.18307694108035144,7.629213958825041e-47
metabolite_100020425,0.2027876743666146,6.7251063369263144e-49
metabolite_100020478,0.048857427166337675,1.2564733153943266e-07
metabolite_100020487,0.08550878365755299,5.306819483686196e-18
metabolite_100020491,0.07030784852297434,2.1245559876133332e-11
metabolite_100020492,0.06671572680776938,1.6268696871583457e-11
metabolite_100020493,0.0691944528216587,5.1814075147363616e-11
metabolite_100020496,0.03775563724700537,0.00010351975506098129
metabolite_100020497,0.04090807858875045,3.34856899531335e-05
metabolite_100020502,0.06795054571571879,9.329860582993888e-11
metabolite_100020515,0.0938090145568129,4.670196687311428e-19
metabolite_100020536,0.10530106474237855,5.204421967070245e-22
metabolite_100020541,0.19666666740687322,4.860705953798025e-55
metabolite_100020550,0.06962747354357479,3.678092427207954e-12
metabolite_100020578,0.049423296517259185,2.3519979054361142e-07
metabolite_100020631,0.06682633634515889,9.770470497475513e-09
metabolite_100020823,0.02154662672723584,0.10889926886719362
metabolite_100020833,0.09643192181743543,2.6200552112420365e-21
metabolite_100020893,0.3142538519493425,4.191576508468403e-104
metabolite_100021000,0.06542398915508352,5.943749415069416e-12
metabolite_100021015,0.07977097116698295,4.835688801729322e-13
metabolite_100021100,0.07303528936431791,1.4836903099832161e-13
metabolite_100021104,0.22668625059432412,2.7545270021334412e-67
metabolite_100021105,0.1381014473179344,4.312851333224447e-34
metabolite_100021123,0.13176620330679512,2.9132927023755294e-31
metabolite_100021131,0.1096785189228544,2.0075124166074215e-25
metabolite_100021162,0.061558336797248314,6.498997136345876e-11
metabolite_100021208,0.06267633076481849,7.689950993019612e-08
metabolite_100021324,0.23750264484571548,8.106694798100273e-72
metabolite_100021329,0.15980307381389558,2.952551659056664e-40
metabolite_100021331,0.2585043548495145,1.3099403509701217e-79
metabolite_100021374,0.19555939175254888,6.04360786635502e-53
metabolite_100021502,0.05495956521700396,4.8805366629897246e-09
metabolite_100021666,0.1361270472603313,1.8798092854172977e-32
metabolite_100021707,0.19499317115700876,9.999321141639307e-55
metabolite_100021709,0.057651882741373006,7.491990031431502e-10
metabolite_100021711,0.0860313491642849,2.4066455032663204e-17
metabolite_100021712,0.034300926195369175,0.002717647221434339
metabolite_100021727,0.06880747160519685,6.18735895638499e-13
metabolite_100021728,0.16845011739005145,2.5084701214549988e-45
metabolite_100021760,0.1594499899908295,3.387244365786243e-38
metabolite_100021784,0.035876515510666396,0.0001297583664440895
metabolite_100021918,0.07977912751012595,6.66946874339056e-16
metabolite_100021990,0.1335741165977563,4.933610386786754e-33
metabolite_100021992,0.06516544263918289,1.2040613492705693e-11
metabolite_100022003,0.1087096840697852,5.870425677451336e-25
metabolite_100022004,0.1182474115600266,2.228459145679448e-28
metabolite_100022005,0.11684363844698065,3.6028645390392984e-27
metabolite_100022006,0.12227153533887059,1.8619368439574597e-29
metabolite_100022007,0.1216243797408112,4.847544989946299e-29
metabolite_100022008,0.10082592988502026,1.4464204794836119e-22
metabolite_100022009,0.10233445051495638,2.2702717189808585e-23
metabolite_100022013,0.23671695770559598,1.3169191778305536e-69
metabolite_100022041,0.2917312128345164,8.008018705858576e-95
metabolite_100022120,0.09999496013829923,8.718729900604037e-22
metabolite_100022127,0.21446946070622175,2.27083548023438e-61
metabolite_999932698,0.17252709164433377,2.236362490599714e-46
metabolite_999933132,0.13302232917283174,8.602899294305563e-33
metabolite_999933140,0.08068520996668849,2.132511625549465e-16
metabolite_999946259,0.1481899951222454,7.448184439255381e-38
metabolite_999946261,0.20787146667248813,1.549984484318224e-58
metabolite_999946266,0.11303424113851157,2.6757483063826336e-26
metabolite_999946283,0.12168783285234253,4.203245454601259e-28
metabolite_999946294,0.14370691362449783,5.131986374333855e-30
metabolite_999946295,0.061620522135488964,1.2026643538377265e-10
metabolite_999946354,0.05769237530134308,6.313771839043365e-09
metabolite_999946363,0.05113217035097173,4.380370462799221e-08
metabolite_999946364,0.06371417174447191,1.6242318444041357e-10
metabolite_999946384,0.1445534411038234,3.3920830725182397e-37
metabolite_999946390,0.1911662938527019,4.018909751256826e-54
metabolite_999946398,0.04422516536443566,1.801621670044347e-06
metabolite_999946409,0.18704546513639342,1.43974244628974e-51
metabolite_999946417,0.13869676296692002,1.1266836213400106e-34
metabolite_999946428,0.16044707125206636,2.7987843120961647e-41
metabolite_999946455,0.17768664173397863,3.186350941853596e-38
metabolite_999946460,0.22113954239991573,2.185633690726675e-64
metabolite_999946486,0.08635087309685407,1.0452524369691903e-16
metabolite_999946487,0.13399930778515956,2.3067955077422974e-24
metabolite_999946488,0.07418481528926146,5.131295984555048e-14
metabolite_999946507,0.1139838793104685,1.550002758008575e-21
metabolite_999946510,0.07742423239765506,9.825759244261455e-12
metabolite_999946511,0.059681281616467574,3.61698235740743e-10
metabolite_999946512,0.08566374636003737,1.8975705038072842e-16
metabolite_999946515,0.1729962047215683,3.573059320329904e-44
metabolite_999946516,0.08200437203240829,4.893026927889125e-16
metabolite_999946521,0.047920661648783947,1.0094298201327889e-05
metabolite_999946590,0.09041797047368716,1.0950176678514024e-18
metabolite_999946592,0.13164216955322483,7.86279603212041e-32
metabolite_999946594,0.11627577957145374,1.9237461575363476e-27
metabolite_999946595,0.17033392858238827,4.744446032455825e-44
metabolite_999946601,0.10647845317939375,4.4813929273963924e-24
metabolite_999946602,0.07796532321492933,1.769005063681789e-15
metabolite_999946607,0.06811133179176099,3.830659480612134e-12
metabolite_999946608,0.10945889452573387,4.153331791720699e-25
metabolite_999946610,0.07986501161907711,4.885870468855638e-13
metabolite_999946613,0.14583056193096278,1.4183794281131949e-36
metabolite_999946616,0.1538968718704371,3.961287042524822e-39
metabolite_999946620,0.18208590199987051,4.199872482072122e-49
metabolite_999946623,0.1367688892468305,7.157256565469733e-31
metabolite_999946624,0.0695965411291436,1.3099597684101833e-12
metabolite_999946632,0.10138235938466156,1.2216550573719857e-22
metabolite_999946633,0.1029309265322862,4.180336596875872e-23
metabolite_999946636,0.0682138483780308,1.03452864976272e-10
metabolite_999946639,0.05842815691954717,1.877676845713932e-07
metabolite_999946645,0.06445672005229419,3.6451105782778564e-11
metabolite_999946646,0.10413474799108846,9.949867922166653e-22
metabolite_999946657,0.15574107500486556,2.1028582088423005e-40
metabolite_999946666,0.0686572987027263,1.241083335663563e-09
metabolite_999946673,0.07516461561438503,9.670213726224984e-11
metabolite_999946674,0.08006322201797933,1.810261810140599e-15
metabolite_999946681,0.18368172887820244,1.5287622868552554e-50
metabolite_999946685,0.17327743709353027,1.6091402539178179e-40
metabolite_999946690,0.17545262768408265,3.1016722650577757e-47
metabolite_999946695,0.07245056788967374,3.928116069915125e-14
metabolite_999946700,0.03980414883398731,1.898311757427527e-05
metabolite_999946701,0.14471462988692707,3.4410795845880532e-37
metabolite_999946705,0.09785091401787194,1.0144112094742799e-15
metabolite_999946707,0.12369925619612054,1.8272514668335426e-29
metabolite_999946710,0.0836727919501371,2.547493401139359e-15
metabolite_999946902,0.07846850576415665,1.503360294526288e-11
metabolite_999946905,0.08516556111692031,1.2362883033785199e-17
metabolite_999946970,0.1322836611774315,7.567165318592408e-32
metabolite_999946972,0.22098161428701513,7.723030266691796e-65
metabolite_999946973,0.11903199664600239,1.4137301880508464e-20
metabolite_999946977,0.21276736453512035,1.658212623873361e-61
metabolite_999946986,0.05105383482107739,3.982333712647042e-06
metabolite_999946997,0.10721381531597352,5.498841233092896e-23
metabolite_999946998,0.08192779655929072,8.664755573243327e-13
metabolite_999947006,0.0729942007955875,6.988490477376996e-14
metabolite_999947011,0.0617008723890603,2.0727605564437046e-08
metabolite_999947417,0.13308050089487666,1.3800285982079313e-32
metabolite_999947437,0.04505659810735119,4.075916378240301e-06
metabolite_999947493,0.034955318376927336,0.0037581278824026627
metabolite_999947642,0.06385232039541466,2.526040411257738e-11
metabolite_999947650,0.08898263927901118,1.7346694539245562e-18
metabolite_999947654,0.0505672000436298,2.7220505261401205e-06
metabolite_999947670,0.11553422008839809,9.409836017860014e-22
metabolite_999947671,0.04244133627751967,4.5204487940879726e-06
metabolite_999947687,0.13241898782465733,2.1489461608162818e-32
metabolite_999947708,0.053911417064520295,2.9418730878610925e-06
metabolite_999947788,0.13366351026489454,1.6363295216166078e-31
metabolite_999947790,0.31074362741274286,7.102563497147777e-80
metabolite_999947802,0.07674540001406516,8.88247449326085e-15
metabolite_999947804,0.06731626437319616,1.3327771542004572e-12
metabolite_999947820,0.02463100609612845,0.024355077949360527
metabolite_999947905,0.20369336410164385,2.0421776262482085e-58
metabolite_999947929,0.1629921584896321,4.4938740349609744e-38
metabolite_999947955,0.1732171374846193,9.54578304049019e-45
metabolite_999947959,0.21595269833688724,2.9774489119687114e-52
metabolite_999947971,0.0789970678865537,7.199714187422875e-15
metabolite_999947977,0.09592772500248414,5.218057712267611e-15
metabolite_999947988,0.1524408687998593,5.727770151231932e-36
metabolite_999947993,0.2637047124523004,3.8282718078274306e-78
metabolite_999948001,0.08485635386452572,4.302056136508993e-16
metabolite_999948009,0.1797038212329618,2.493989265356641e-49
metabolite_999948047,0.05965162758781917,3.264327952689768e-09
metabolite_999948076,0.19888291766860133,1.5938144594214327e-47
metabolite_999948081,0.13341727872988418,2.8102425810097186e-29
metabolite_999948094,0.07110866006921235,3.560877775865986e-11
metabolite_999949463,0.08718643727115116,1.1698863044961504e-15
metabolite_999949512,0.07816638287236388,1.348939086043494e-15
metabolite_999949515,0.16089409783094133,1.308486067687228e-41
metabolite_999949517,0.11961095153597368,5.476262556526229e-23
metabolite_999949521,0.03613448440009792,0.00013962568520231738
metabolite_999949555,0.05653489233808351,1.6464953369869176e-08
metabolite_999949557,0.12539041094241865,3.351659191017284e-30
metabolite_999949592,0.19586553822164288,2.831169140531341e-55
metabolite_999949637,0.1257866068126131,6.936186862138246e-30
metabolite_999949679,0.06951196427939432,4.856936110784548e-11
metabolite_999949681,0.12441870397062493,4.8914561548363794e-30
metabolite_999949883,0.09125344307012706,1.6265850776192725e-17
metabolite_999952025,0.14013673875034893,2.9592050935828955e-33
metabolite_999952286,0.1728976598610007,2.0719927861580503e-40
metabolite_999952483,0.1734079191407657,1.4073426821143281e-46
metabolite_999952501,0.17863430158350702,8.074547035788155e-49
metabolite_999952502,0.1653571973769804,1.9489602871839222e-44
metabolite_999952524,0.25791405065926376,1.725214347273507e-79
metabolite_999952533,0.19288710426349198,1.347538476325872e-47
metabolite_999952640,0.09656369409111543,1.3941502038541e-16
metabolite_999952661,0.18571641043037912,1.3397750884012086e-39
metabolite_999952843,0.1055641128131295,3.2788196690592015e-21
metabolite_999952865,0.2726575819443401,8.806375899928646e-85
metabolite_999952867,0.27221391829598873,5.43785862325802e-74
metabolite_999952870,0.04284912298233867,0.00044446855010142204
metabolite_999952877,0.1187610343746568,3.1861297448366675e-27
metabolite_999952909,0.19764122367078896,2.871177223563036e-55
metabolite_999953114,0.12981107891947807,8.462800399681994e-25
metabolite_999953157,0.19372964514589752,7.806548306998477e-48
metabolite_999953267,0.09021846208238782,6.820637250703273e-15
metabolite_999954840,0.07766262676554614,7.042497345312442e-11
